,NOME,CPF,IDADE,SEXO,E-MAIL,NOTA ENEM,CRA 2°,CRA 4°,CRA 6°,ABANDONO,SEMESTRE DE ABANDONO
723,Larissa Rodrigues,230.865.794-47,24,M,samuel57@example.net,663,5.362408263163641,9.66650914694373,5.9956629006652316,False,8
724,Melissa Costa,169.287.045-94,19,M,souzaisabella@example.net,687,5.821190135149689,8.518056340612569,7.940404193567135,False,8
725,Luna Farias,435.812.907-23,21,F,costelalorena@example.net,788,7.810871651551246,,,True,7
726,Pietra Ramos,569.487.203-74,22,F,lara77@example.net,670,5.722119798955827,5.479952972108723,9.12488742910046,False,8
727,Lara Castro,213.759.064-61,24,M,rochaleonardo@example.com,689,7.388112324765348,,,True,3
728,Ryan Oliveira,908.435.176-20,19,M,da-rosaeduardo@example.net,766,5.407133429327098,,,True,5
729,Srta. Clara Melo,408.123.976-22,21,M,heitor09@example.org,781,8.246851048303654,,,True,4
730,Rafaela da Mota,780.431.625-90,24,F,moreiramaysa@example.net,799,8.691564420154895,,,True,4
731,Ana Lívia Dias,436.852.971-55,23,M,faragao@example.net,726,9.09988547098968,,,True,6
732,Davi das Neves,541.372.968-55,21,F,pereiramirella@example.com,650,7.715884662973833,,,True,3
733,Kevin das Neves,205.631.987-02,25,M,tmartins@example.net,678,9.227677916630125,5.7731943860735955,8.572449247599947,False,8
734,Beatriz Azevedo,967.082.314-50,26,M,daniela07@example.org,768,7.676229495845416,7.546864597071178,7.154791100781525,False,8
735,Sr. Rodrigo Cunha,645.371.082-07,19,F,da-pazalice@example.net,730,6.661494072706914,,,True,6
736,Isabelly Cardoso,750.842.913-32,26,F,piresjoao-gabriel@example.net,781,6.299656092966904,,,True,7
737,Luana Barros,905.164.832-42,21,F,carvalhocalebe@example.org,656,6.602125716914667,6.530245778488341,7.219976171148662,False,8
738,Sarah Cardoso,637.948.251-28,27,F,gustavo-henriqueda-rocha@example.net,674,,,,True,2
739,Bruno Gonçalves,157.234.980-88,25,M,cardosomaria-eduarda@example.com,673,5.673271067448123,8.524986675316619,6.009396867111296,False,8
740,Maria Fernanda Oliveira,325.846.190-24,26,F,nda-cunha@example.org,698,9.702256607569886,,,True,7
741,Emilly Dias,892.416.573-91,26,F,caue45@example.com,753,9.452618611847026,,,True,5
742,Lucas Araújo,341.290.865-70,18,M,ocardoso@example.com,663,8.925596539442537,,,True,4
743,Raquel Almeida,074.589.321-04,20,F,jda-costa@example.org,650,5.520414065929225,,,True,6
744,Pedro Miguel Pinto,431.285.690-70,23,F,raul37@example.com,705,7.101853133353491,,,True,4
745,Miguel Carvalho,957.248.106-11,22,F,da-cruzmarina@example.net,738,5.17956357692824,5.665136164436494,8.242788219698106,False,8
746,Isabelly da Conceição,269.581.307-40,20,M,amoreira@example.net,724,8.564445607102964,,,True,5
747,Julia Sales,892.534.170-05,21,M,elima@example.com,781,5.03009507950916,7.664645221651481,8.089950354268092,False,8
748,Enzo Vieira,265.410.973-99,27,F,maria-ceciliadias@example.net,794,9.3645712177061,5.000599625059728,8.472524704430406,False,8
749,Eloah Castro,830.746.519-20,22,F,stephany39@example.org,696,,,,True,1
750,Breno Novaes,214.083.769-03,20,M,da-motaisaac@example.org,730,,,,True,1
751,Maria Sophia Ramos,973.214.065-80,22,F,vitor-hugomelo@example.net,768,,,,True,2
752,Thomas Souza,719.503.268-02,24,F,thiago92@example.net,756,8.884678176771828,7.287136784650965,6.51181740811949,False,8
753,Ana Carolina Pinto,402.715.836-90,25,F,giovannasilva@example.org,781,5.649787555630566,,,True,7
754,Heitor Viana,684.301.572-71,21,M,cecilia44@example.com,659,,,,True,2
755,Igor Rocha,358.016.947-57,21,M,augusto13@example.org,722,6.856133718055331,6.793413866969584,6.998444336926923,False,8
756,Stephany Teixeira,437.562.908-83,19,M,viniciusrodrigues@example.org,799,6.0312958837327315,,,True,7
757,Dr. Ian Vieira,981.340.726-31,20,M,hazevedo@example.com,773,9.758135539193965,,,True,5
758,João Lucas Barbosa,692.170.584-67,19,M,pereiramaysa@example.org,728,6.6046790630154915,,,True,3
759,Maria Fernanda da Rocha,431.279.065-52,21,M,kamillyoliveira@example.com,712,5.131522808737133,6.502576485236579,8.150887609009997,False,8
760,Juan Martins,468.150.327-44,19,M,helenanascimento@example.org,756,6.772059134361255,7.723604358283776,8.898548744546398,False,8
761,Luiz Felipe Fernandes,408.316.579-01,26,F,yasmingomes@example.org,757,9.222979922176105,,,True,4
762,Theo Araújo,084.916.532-60,18,M,vianalorena@example.org,715,5.967801818825521,,,True,4
763,Yasmin Souza,907.534.618-20,21,M,ssantos@example.org,798,8.327058103787348,6.052213027659098,6.035721270453551,False,8
764,Lívia Silveira,187.052.439-04,22,M,piresvitor-hugo@example.net,798,7.651218959136008,7.5255649461937395,8.036481663388704,False,8
765,Davi Luiz Carvalho,416.802.935-24,18,F,dda-paz@example.org,678,6.243606773439912,9.957303319888904,9.45641171255331,False,8
766,Valentina Costela,247.938.061-04,27,M,castrovitor@example.org,794,5.747479952735238,,,True,4
767,Letícia Farias,452.890.631-70,21,M,uduarte@example.com,675,5.352358260901437,,,True,3
768,Natália Fogaça,083.425.971-05,19,F,halves@example.org,697,5.847221615241977,6.594687451182043,5.2456351950647875,False,8
769,Srta. Daniela Araújo,089.512.436-05,19,M,raraujo@example.net,766,,,,True,2
770,Sr. Pedro Miguel Araújo,407.825.931-60,27,F,costaraul@example.org,786,,,,True,1
771,Calebe Araújo,725.801.349-05,22,M,zsouza@example.org,709,8.283854353675602,7.338336793366416,6.438982797916308,False,8
772,João Lucas da Cruz,084.712.639-04,20,M,stella29@example.net,791,9.559854802569824,9.462902823821032,6.75250454907517,False,8
773,Dra. Ana Clara Ramos,058.249.713-23,25,F,joao-felipecampos@example.com,712,5.468732628739065,9.042389802923225,7.700558815576803,False,8
774,Alice Martins,190.867.532-21,19,F,felipecostela@example.com,742,,,,True,1
775,Maria Luiza Pires,859.174.203-60,21,F,melorafael@example.com,674,,,,True,1
776,Maria Clara Castro,607.914.532-43,19,F,nteixeira@example.net,794,9.452697844337166,6.84253268383098,7.130103468888803,False,8
777,Esther Fernandes,635.048.921-70,23,M,emillyalmeida@example.org,756,6.262329038710151,9.205530412168013,6.073157656668651,False,8
778,João Guilherme Viana,825.317.049-14,25,F,augustosilveira@example.net,789,6.050868219549221,,,True,6
779,Sr. Erick Castro,784.132.906-78,23,M,rmonteiro@example.net,716,6.438547723582799,9.418718317584473,7.276354065299912,False,8
780,Cauã Caldeira,728.435.190-04,21,M,nicolascosta@example.org,697,7.374497811110529,6.268325580511892,7.140290618673309,False,8
781,João Miguel Dias,041.395.628-89,26,M,mcosta@example.org,681,6.5335653035691035,,,True,5
782,Mariana Fernandes,265.741.839-28,24,F,guilherme57@example.com,781,,,,True,2
783,Gustavo Henrique Caldeira,571.486.302-07,25,F,brunapires@example.com,675,8.511476427650226,7.962176109858802,8.753487680467973,False,8
784,Srta. Maitê Viana,258.091.743-88,23,M,ana-laurabarros@example.net,676,8.66538284840172,,,True,3
785,João Felipe Pereira,813.726.904-50,21,M,caua85@example.org,756,5.075363200710145,6.709754768633067,6.080957459829655,False,8
786,Arthur Nogueira,681.905.273-12,25,M,sophiaviana@example.org,716,5.6211426748696445,9.200386854758815,7.844408121877898,False,8
787,Marcos Vinicius Barbosa,280.674.951-49,19,F,ynunes@example.net,702,,,,True,2
788,Daniela Pires,236.819.405-33,19,M,nicolas06@example.org,688,7.822549376259702,9.121090049061685,6.9409588053162,False,8
789,Alana Teixeira,507.619.384-00,21,F,luiza13@example.net,645,7.80745420598324,8.192175218912375,5.8773076173994525,False,8
790,Raquel Aragão,976.413.058-57,24,F,lgoncalves@example.net,769,8.291012070084257,8.152492614708276,8.535722183911853,False,8
791,Alana Ribeiro,741.082.395-04,23,M,paulocosta@example.net,794,5.852734066965452,7.1794122125283195,8.912764152455459,False,8
792,Stella Cavalcanti,182.749.056-01,19,F,rebeca36@example.com,728,6.136314275831886,,,True,6
793,Maria Eduarda da Paz,563.180.724-62,19,F,pedro-henrique07@example.com,755,5.52393930579233,,,True,4
794,Mirella Gomes,478.025.193-14,24,M,silveirajoao-guilherme@example.net,697,6.672896609443997,,,True,7
795,Fernando Oliveira,381.902.567-77,22,F,silvalara@example.com,709,,,,True,1
796,André da Mota,620.589.317-77,22,M,marcelo67@example.com,697,6.004342274719277,6.857421258533801,6.821224957479906,False,8
797,Caroline Mendes,186.930.574-48,24,F,carvalhobruno@example.net,669,,,,True,2
798,Sr. Kevin da Mata,958.213.476-37,20,M,lais07@example.net,778,5.366685844974512,8.043892122441811,8.830628312375827,False,8
799,Sr. Anthony Rodrigues,764.038.192-40,25,F,manuelafogaca@example.org,736,9.420394884704375,7.394792596401237,7.67986033049247,False,8
800,Luna Santos,695.073.824-29,18,F,gabrielaazevedo@example.net,676,8.162859308545183,,,True,6
801,Cauã Farias,976.825.031-30,19,F,ryan31@example.org,770,5.828737054869863,5.839747583405085,7.041674888628808,False,8
802,Srta. Ana Luiza Cunha,615.974.083-01,26,M,aragaobreno@example.org,686,,,,True,1
803,Bárbara Costa,864.513.729-19,27,F,dazevedo@example.com,754,9.74129304109398,9.138378455485116,5.225841330123059,False,8
804,João Novaes,531.468.920-06,27,F,wdias@example.org,661,5.017559042590186,7.023859954602871,9.637839570808135,False,8
805,Cauê da Cruz,817.420.569-11,24,F,claramoraes@example.com,669,6.7260877492587845,,,True,6
806,Carolina Santos,920.753.816-40,22,M,carlos-eduardomoraes@example.org,645,6.219625879560105,,,True,4
807,Dr. Luiz Gustavo da Mata,351.024.869-42,27,F,cteixeira@example.org,668,8.03709344084726,9.519154408719368,7.961081151139656,False,8
808,Nicolas Gonçalves,931.254.860-33,22,M,azevedolorena@example.com,653,8.871998903607956,,,True,4
809,Maria Cecília Barros,426.059.138-05,19,F,da-luzmirella@example.com,785,5.625275163553934,5.099824650927672,5.370442526111135,False,8
810,Srta. Maria Sophia Ferreira,062.185.743-26,25,F,antoniobarros@example.com,763,6.363384283810367,,,True,4
811,Daniela da Mata,135.906.482-60,22,F,alexia11@example.com,668,5.6358008728331725,,,True,5
812,Cauê da Costa,941.685.320-89,24,F,da-cunhajoao-gabriel@example.org,791,5.288766042871615,6.012616125332947,9.928739228722115,False,8
813,Kevin Santos,874.305.629-65,27,F,matheusnunes@example.net,683,9.416862690764056,,,True,4
814,Manuela Ribeiro,976.203.415-52,26,F,joaquimcastro@example.net,645,,,,True,2
815,Bárbara da Conceição,741.056.892-58,23,M,joao-pedro03@example.com,700,9.067979618159637,6.229453199468685,8.430770737510567,False,8
816,Luiz Henrique Farias,718.560.923-21,27,M,salesbryan@example.net,672,6.230395552825849,6.755604788339546,7.250289975713251,False,8
817,Felipe Moura,504.362.187-71,27,F,elisa66@example.org,685,,,,True,1
818,Daniela Nascimento,530.749.826-83,27,M,samuelviana@example.org,739,5.941031047972033,,,True,7
819,Sr. Breno das Neves,396.180.542-33,20,F,fernandesluiz-gustavo@example.net,650,8.588581514429343,9.825956130048656,6.5054714586237505,False,8
820,Luiza Caldeira,723.586.094-47,24,M,almeidabenjamin@example.com,670,6.907931973577968,8.333917492540435,8.970760212759984,False,8
821,Dr. Vitor da Mata,013.957.462-06,24,M,pereiraeduarda@example.org,700,8.629030932482058,8.641147449977716,5.788603839123402,False,8
822,Clara Ferreira,352.186.904-06,27,M,eloah77@example.com,729,5.666720821892438,,,True,7
823,Ian da Rosa,396.751.028-02,25,F,emilly18@example.com,748,9.042192627960027,9.901284728198748,5.996642286431799,False,8
824,Srta. Clara Barbosa,567.093.421-07,27,F,nathan94@example.net,719,8.072726812065364,9.942983732724432,9.371441878545362,False,8
825,Rodrigo Vieira,048.369.571-84,27,M,joanaalmeida@example.com,755,8.994220495274291,,,True,4
826,Antônio Cardoso,807.915.436-84,21,M,nogueiramirella@example.com,712,8.632381946212067,,,True,5
827,Sr. Matheus da Costa,158.243.976-19,23,M,leticia51@example.net,719,7.28877589318957,7.6039507397943265,8.507363113420626,False,8
828,Maria Cecília Silveira,257.438.619-19,20,F,omartins@example.net,726,5.348180129916875,5.343906410257511,5.164771491612889,False,8
829,Dra. Lívia da Mota,056.934.187-66,19,F,henriquedias@example.net,680,9.796406408431782,,,True,4
830,Lorena Campos,712.389.460-03,18,F,antonio64@example.com,686,5.756232318512892,7.581733117916652,6.339881653864304,False,8
831,Mirella Oliveira,219.564.038-33,27,F,yagorezende@example.net,643,8.06574265751765,8.269046535983884,7.922995029635011,False,8
832,Sr. Antônio da Luz,281.657.094-02,18,F,fernandesbryan@example.net,797,,,,True,2
833,Sr. Marcelo Pinto,578.403.219-41,22,F,cardosoesther@example.com,755,5.889868817997147,,,True,3
834,Agatha Santos,548.796.120-49,21,M,maria-vitoriamelo@example.net,728,8.082115543865093,,,True,3
835,Cecília Cardoso,614.587.902-58,19,F,teixeiramaria-alice@example.org,684,,,,True,1
836,Sophia Cardoso,932.816.547-46,23,M,hmartins@example.net,741,8.793563826963801,7.725662484737004,9.582549258871019,False,8
837,João Guilherme Nascimento,057.391.682-95,26,F,wcarvalho@example.net,771,6.428830171872628,6.433598691505358,5.7509288550066815,False,8
838,Dr. Guilherme Araújo,093.875.126-30,23,F,araujomaria-eduarda@example.com,771,6.323315360375815,7.816512492997678,6.877402877462174,False,8
839,Arthur Carvalho,216.597.480-11,26,F,portonoah@example.org,697,9.588964628338347,9.808196224894871,7.583547379888621,False,8
840,Heitor Cunha,470.325.196-52,24,M,maria-clara60@example.org,798,5.772344231849386,,,True,7
841,Gabrielly da Mota,605.492.713-25,19,F,zrezende@example.net,708,,,,True,1
842,Diego Cardoso,657.284.930-92,25,F,rochasophia@example.org,794,5.007259058305985,,,True,7
843,João Guilherme Novaes,518.796.320-12,18,F,luigi05@example.net,646,6.022343126168172,8.936782798081785,7.49177524474462,False,8
844,Kaique Caldeira,431.280.759-05,24,M,juannascimento@example.net,717,7.33999545939669,,,True,7
845,Stephany Novaes,657.249.038-65,19,F,joao-gabriel36@example.com,647,7.674567155187606,5.234394515668934,8.095889580437897,False,8
846,Marina Carvalho,729.803.641-69,20,M,bruna46@example.com,794,,,,True,2
847,Murilo Monteiro,682.154.037-35,22,F,theo21@example.org,734,8.629982111225818,5.507774063645768,6.1620958536808645,False,8
848,Paulo Rocha,120.476.953-25,21,F,sofiada-rosa@example.org,749,5.265145556889613,6.317207748265282,7.149939468813594,False,8
849,Leonardo Costa,572.304.861-90,25,M,yvieira@example.com,665,6.583189750452648,,,True,3
850,Fernando Silveira,109.863.457-84,23,F,fogacacaio@example.com,747,7.944585019144557,6.54072099277616,6.356703915589217,False,8
851,Ana Clara Pinto,934.651.280-60,18,M,peixotoalicia@example.com,688,5.031556543140294,6.279562177935987,7.385452086965117,False,8
852,Maria Eduarda Moura,937.682.514-46,27,M,xpereira@example.org,667,5.465681722647152,7.809183791047216,7.57776786232491,False,8
853,Eloah Rocha,673.024.198-50,22,F,davi-lucca33@example.net,778,5.691130007404787,7.190050966476701,5.575277079775116,False,8
854,Eduarda Cardoso,014.973.528-60,27,M,ccaldeira@example.org,782,7.941412264594286,8.15830006778256,8.975644453408552,False,8
855,Thales Fernandes,043.167.852-90,23,F,wbarros@example.org,752,6.6633905563553935,8.625112987571569,8.857281677921904,False,8
856,Srta. Natália da Cruz,174.685.092-20,24,M,vianacalebe@example.org,734,5.082605251377764,,,True,3
857,Joaquim Alves,185.406.379-01,24,M,gabriel50@example.com,697,8.51733951543828,,,True,6
858,Dr. Cauã das Neves,384.965.210-60,25,F,augusto39@example.org,658,7.13651505685662,5.44846404169745,7.523528599472876,False,8
859,Heitor Moreira,203.659.814-51,25,F,carlos-eduardo88@example.net,695,5.1647887643511625,,,True,7
860,Yasmin Novaes,752.361.840-53,23,F,thales63@example.com,733,7.297591256100938,,,True,7
861,Maria Luiza Cunha,076.925.483-74,27,F,luiz-gustavo67@example.com,770,5.640428566678027,5.36458122937648,9.119754655349542,False,8
862,Ryan Almeida,629.784.301-50,21,M,bruno71@example.com,707,7.703337320041779,9.717706593284813,7.509958867948754,False,8
863,Pedro Miguel Barbosa,273.950.418-79,24,M,hcunha@example.com,667,5.996349419432759,8.630331040678044,7.219786892985248,False,8
864,Enzo Cavalcanti,105.742.869-85,19,F,gazevedo@example.net,675,,,,True,2
865,Theo Azevedo,896.024.715-49,24,M,beatriz93@example.com,668,7.931142088074328,,,True,7
866,Alexandre Barros,435.982.607-92,21,M,joao-miguelcostela@example.org,701,,,,True,2
867,Sra. Elisa da Paz,297.156.380-40,21,M,pedro13@example.com,685,,,,True,1
868,Breno Oliveira,254.861.397-64,20,F,ryancarvalho@example.org,733,5.891039095084193,6.903651983041153,8.869863441627901,False,8
869,Daniel Teixeira,107.435.892-97,27,F,jrezende@example.net,704,8.270270341455213,9.516660983274443,5.403427404143983,False,8
870,Emanuel Moraes,187.924.063-78,21,M,eduardo12@example.org,668,8.665704658961422,6.868606034090434,6.5199097727874396,False,8
871,Ana Beatriz Alves,784.196.250-94,19,M,thales66@example.net,745,8.11568905062762,5.205572430974667,5.170931424823834,False,8
872,Luiz Miguel Farias,051.274.893-41,21,F,gpeixoto@example.org,659,,,,True,1
873,Giovanna Gonçalves,819.456.023-33,19,F,ffogaca@example.com,718,9.812337733788162,6.50733357380638,8.230612734655663,False,8
874,Sr. Lucca das Neves,046.379.281-50,21,M,davi85@example.org,712,8.89595781366382,,,True,7
875,Julia Souza,402.931.576-34,27,M,eloahbarbosa@example.net,737,9.194641527096323,5.680625713196511,7.701785630612567,False,8
876,Nicole Cardoso,108.397.452-14,23,M,fernandescarlos-eduardo@example.org,748,5.1597205352334505,,,True,3
877,Isaac Pires,061.395.427-07,18,M,tcunha@example.net,645,5.068339894563844,9.333040586584408,6.732105881401667,False,8
878,Sra. Lorena Freitas,631.248.579-09,22,F,bda-rocha@example.net,791,6.238654084769577,,,True,6
879,Pedro Miguel Fernandes,380.164.957-10,20,M,melissaramos@example.net,779,6.425209212326666,,,True,6
880,Sophia Ramos,132.704.658-07,24,F,francisco08@example.org,663,7.240466791969296,,,True,4
881,Ana Júlia Moraes,184.930.572-23,23,M,carvalhodavi-lucas@example.net,743,7.318906599215803,8.429154844300104,5.661343056791014,False,8
882,Ian Nunes,573.682.190-77,19,M,castrobernardo@example.net,678,5.162997815053653,8.158088731171818,8.722629803524647,False,8
883,Joaquim da Rosa,148.035.762-62,25,M,rmartins@example.com,721,7.74044091107201,6.440158458821271,6.959491394692057,False,8
884,Leandro Novaes,037.186.429-13,25,M,cunhacaroline@example.com,665,6.9461525152422245,,,True,5
885,Carlos Eduardo Pires,729.841.356-28,21,F,caldeiracaio@example.com,644,7.671476064188474,8.521796199607795,9.561499651269491,False,8
886,Yuri Monteiro,320.795.864-83,24,F,heitor67@example.com,697,5.797115443515103,,,True,6
887,Fernando Cavalcanti,524.697.180-58,19,M,ralmeida@example.net,712,7.736767737801992,6.345554934286427,5.106865565130675,False,8
888,Ana Carolina Ferreira,512.763.904-16,27,F,ccaldeira@example.net,779,7.4729183597702535,8.825755851409717,9.010206564712234,False,8
889,Antônio Souza,397.640.528-00,23,F,portobrenda@example.com,776,6.188290182994551,,,True,7
890,Luiz Otávio Freitas,428.765.901-58,24,F,peixotodavi-lucca@example.net,772,,,,True,1
891,Letícia Rodrigues,629.831.540-33,18,F,elisa36@example.com,738,6.118442620037511,,,True,3
892,Maria Sophia Cavalcanti,946.537.120-34,22,F,ramosalexandre@example.org,764,6.184528615530439,9.889110936930486,5.111247956695289,False,8
893,Yasmin Lima,347.651.980-57,22,M,mirellarocha@example.com,677,9.286281849563444,9.414460561388857,6.138565425384464,False,8
894,Ana Júlia Mendes,214.809.356-89,22,F,ana-vitoria50@example.com,781,6.771358249168197,6.840181650142159,7.15086676700976,False,8
895,Fernando Rocha,148.392.705-97,24,F,pmelo@example.org,707,8.139850389422364,7.427498662427567,8.08138397339564,False,8
896,Cauê Ferreira,189.235.460-89,18,F,ramosolivia@example.net,718,8.302512302908163,,,True,3
897,João Lucas Lopes,427.631.908-04,18,F,lorena67@example.org,685,5.737292671853421,,,True,7
898,Manuela Costa,159.260.873-68,23,F,isadora58@example.net,784,9.980411851395893,8.256434387784882,8.943457583819722,False,8
899,Evelyn Mendes,465.802.137-44,22,F,alanada-mata@example.org,726,9.905922147775286,9.750453817741615,6.523703573431077,False,8
900,Danilo Barbosa,063.457.928-29,26,F,da-conceicaoana-laura@example.net,714,9.78752048636742,,,True,3
901,Yuri Farias,980.167.254-49,19,M,carvalhoana-vitoria@example.org,655,9.578552660565066,,,True,6
902,Luigi da Costa,274.381.569-82,23,F,santosmaria-cecilia@example.com,713,9.703945715336394,,,True,3
903,Marcos Vinicius Dias,354.718.096-10,27,F,ccavalcanti@example.com,777,7.679258877840606,,,True,7
904,Ana Vitória Castro,365.271.940-99,20,F,portoenzo@example.net,733,8.479257028291798,,,True,6
905,Marcela Pires,837.419.650-57,20,M,stellada-cunha@example.com,771,8.312391304347564,6.8711538819068565,9.020671204233459,False,8
906,João da Rocha,218.053.946-06,20,F,maria-alicecunha@example.net,749,9.734640676087055,5.884874159971402,7.851739101786177,False,8
907,Sr. Davi Lucca Almeida,510.276.498-58,21,M,maria-vitorialima@example.com,766,8.021915107207615,9.102066411914418,7.477066809706738,False,8
908,Maria Cecília Rocha,690.527.418-67,26,F,natalia78@example.net,669,,,,True,2
909,Agatha Peixoto,718.594.036-20,23,F,lalves@example.org,669,9.802331435766328,,,True,4
910,Guilherme Farias,017.365.284-08,25,F,ana-beatriz30@example.com,691,7.9104707957684175,,,True,5
911,Noah Almeida,906.587.421-67,24,F,kda-mata@example.net,782,6.380975992463574,,,True,7
912,Vitor Gabriel da Rocha,842.350.679-74,27,F,edas-neves@example.org,693,9.76037408850912,,,True,5
913,Dra. Joana Freitas,419.725.380-04,19,F,joao-vitor51@example.org,695,6.539864053001999,,,True,6
914,Vitor Cavalcanti,954.231.760-34,22,F,cardosoluiz-fernando@example.net,758,5.1627611926116925,,,True,5
915,Srta. Joana Carvalho,861.349.507-93,24,M,bfernandes@example.org,663,5.430838701718917,9.453017586786885,6.083076980505524,False,8
916,Brenda da Mata,176.528.490-20,23,M,leticia35@example.org,667,,,,True,1
917,Caio Farias,487.639.052-56,25,F,zda-mata@example.com,669,5.23969516843715,,,True,4
918,Luiz Otávio da Cruz,075.128.946-94,23,M,mda-luz@example.org,708,5.033940512519183,5.942626333486475,5.098090955617447,False,8
919,Ana Vitória Castro,435.801.679-01,23,M,ribeiromaria-vitoria@example.org,712,9.989205498806756,,,True,4
920,Agatha Cunha,921.874.605-76,25,F,cda-rosa@example.com,750,,,,True,2
921,Kevin Viana,736.908.542-29,23,M,danielsantos@example.net,696,6.733145224613324,9.17256034588629,9.264530965631742,False,8
922,Srta. Amanda Mendes,689.310.457-00,19,F,barbosastephany@example.net,786,,,,True,1
923,Gustavo Henrique da Costa,672.304.851-26,22,F,zcunha@example.net,701,5.133467333729317,6.028319201121055,9.40663280890756,False,8
924,Evelyn Rezende,837.526.149-19,20,F,ramoscarlos-eduardo@example.com,743,6.9349946063223555,,,True,5
925,Heloísa Carvalho,879.235.061-59,19,M,oliveirajuliana@example.com,682,6.496269141946479,,,True,5
926,Diego Souza,965.287.304-74,26,F,joao-pedroalmeida@example.org,677,5.585928683029712,9.653848012937857,7.807745028024874,False,8
927,Pietra Mendes,613.597.024-07,19,M,davi-lucca99@example.org,779,6.842157178220889,,,True,6
928,Joaquim Farias,824.937.065-10,24,M,maria-fernandateixeira@example.org,681,6.422101781541455,7.832914155182118,8.301461177309447,False,8
929,Vitor Almeida,086.945.713-66,19,F,ana-sophiacardoso@example.org,679,9.627983370952435,5.036950839362148,9.408276293291346,False,8
930,Emilly Porto,805.912.647-49,24,M,vitor-gabrielaraujo@example.net,710,7.159912510098106,6.579758030803961,8.540099615716171,False,8
931,Caroline Peixoto,193.502.647-06,23,F,evelyn75@example.com,761,9.079325184017618,9.644234644502632,6.2467788453513835,False,8
932,Diogo Azevedo,074.685.291-67,27,M,dcampos@example.org,760,8.348517571551515,,,True,6
933,Yago Barbosa,872.369.450-56,18,F,renancastro@example.org,676,5.352062820346511,,,True,6
934,Heitor Araújo,908.267.431-96,21,M,heitorda-cruz@example.org,720,5.304775067429362,,,True,4
935,Pedro Lucas Duarte,163.250.498-70,26,M,da-rosalavinia@example.org,687,9.446364631436003,,,True,4
936,Giovanna Nogueira,902.183.574-60,22,F,vitor-gabriel51@example.org,738,7.570465211546143,,,True,4
937,Sra. Gabrielly Duarte,043.856.197-00,27,F,urezende@example.com,777,5.390495093921499,9.11502609516829,7.183689450635347,False,8
938,Cauê Gomes,598.046.712-20,23,F,beatriz93@example.org,725,5.260307159979362,,,True,3
939,Sr. João Moura,089.521.637-02,24,F,juliananascimento@example.org,776,5.603698020837272,9.052164371240636,7.195223963570884,False,8
940,Luiz Fernando Silva,624.178.395-55,18,M,yteixeira@example.net,672,,,,True,1
941,João Guilherme Rezende,792.568.301-59,20,F,leticiarocha@example.net,759,8.382845263660315,9.090665204140382,8.082308637890243,False,8
942,Antônio Dias,205.367.948-47,23,M,carlos-eduardo30@example.net,739,7.374816379585886,,,True,3
943,Isaac Cunha,804.367.259-83,23,F,brenosantos@example.com,745,7.451051472542756,,,True,5
944,João Duarte,890.723.415-97,21,F,ana-liviafreitas@example.org,778,6.458593290413008,8.899760893616458,6.461805616565878,False,8
945,Sr. Luiz Gustavo Costa,165.720.389-12,26,M,yasmincorreia@example.com,710,8.500975567683737,9.386729776080717,5.783778846408459,False,8
946,Lara da Luz,461.537.902-16,22,F,diasalice@example.org,756,5.881225948385266,8.086412394399431,8.363291745648352,False,8
947,Luigi Fernandes,594.681.327-73,26,M,jpeixoto@example.org,793,,,,True,2
948,Sr. Vinicius Peixoto,579.428.630-00,23,M,alexiacorreia@example.org,768,5.7029827060741205,5.632975641978323,6.78685302991976,False,8
949,Alana Lopes,950.163.278-40,22,M,moreiramariana@example.org,715,5.412927812658551,,,True,3
950,Paulo Moraes,718.523.604-53,25,F,eramos@example.org,735,7.099424713151841,6.3928290511726455,9.029578936770882,False,8
951,Pietra da Mota,830.149.756-48,22,F,lda-rocha@example.net,704,8.44817013337309,5.459073680326211,7.777447881052286,False,8
952,Cauã Jesus,503.468.927-83,26,F,sda-mota@example.org,755,7.6272676129863335,,,True,6
953,Ana Laura Martins,849.652.017-01,22,M,augustoaraujo@example.com,741,7.692168736715898,,,True,6
954,Dra. Caroline Moraes,986.107.523-21,24,F,nnogueira@example.net,721,6.0352659069991965,,,True,6
955,Helena Melo,395.781.640-84,22,F,sofia42@example.com,707,9.898809037582811,,,True,3
956,Isadora Ferreira,217.869.504-30,23,M,lbarros@example.org,764,8.733038344598606,,,True,7
957,Antônio Novaes,730.568.914-93,18,M,davi27@example.com,683,,,,True,2
958,Mariana da Mata,172.690.543-80,19,F,vitor-gabriel34@example.com,662,5.96145618480214,5.725037406460449,7.071496658435912,False,8
959,Danilo da Mota,543.790.216-61,20,M,maria-julia62@example.com,731,8.558238374479458,9.94373004013021,7.436387931037317,False,8
960,Larissa Nogueira,502.149.783-97,20,M,da-luzana-julia@example.net,736,6.01596717676953,5.06802716610956,6.78140586544632,False,8
961,Sabrina Rodrigues,315.907.684-93,25,M,cunhaluiz-fernando@example.org,779,9.254980739990268,5.829106945722694,9.291900504453789,False,8
962,João Lucas Lopes,316.792.480-22,19,F,isisporto@example.com,696,5.972756372172946,,,True,7
963,Isis Araújo,035.782.146-71,26,F,heloisa80@example.com,774,6.466894648497092,,,True,5
964,Dra. Alícia Lopes,423.056.198-98,21,F,pintotheo@example.net,701,7.368307594311085,,,True,3
965,Sra. Sabrina Martins,846.975.301-01,25,M,giovanna24@example.org,783,8.937052741473579,,,True,5
