,Nome,Sexo,CPF,Idade,Email,Nota Enem,CRAs_2semestre,CRAs_4semestre,CRAs_6semestre
738,Davi Luiz Cavalcanti,Masculino,052.741.963-06,25,heloisanogueira@example.org,691,9.727197889919324,6.338022784600341,5.371316666831076
739,Maysa da Cunha,Feminino,735.168.249-64,20,helenacostela@example.org,664,5.649153520907038,8.329963023153175,8.179977748284104
740,Luiz Henrique Gonçalves,Masculino,230.568.491-60,28,monteiromaite@example.net,784,8.543027677793233,9.289850558068824,5.008317955437002
741,Dra. Evelyn Farias,Feminino,182.630.574-26,22,sophiesilveira@example.net,756,,,
742,Luiza Nascimento,Feminino,418.539.076-93,21,maria-fernanda49@example.com,672,9.646676637416359,,
743,Sr. Marcelo Ramos,Masculino,764.523.098-38,25,oliviacampos@example.com,696,5.714360553931518,9.204799274782491,8.86869039900132
744,André Alves,Masculino,462.308.917-78,26,nascimentoraquel@example.net,685,,,
745,Nicolas Moura,Masculino,861.937.450-84,26,cardosoigor@example.org,751,6.005288960237991,9.32150012691103,5.52363017370797
746,Dra. Isabel Pinto,Feminino,694.870.532-47,18,apeixoto@example.net,789,6.3838924993797495,6.4752990407952,7.461937647922112
747,Maria Luiza Moraes,Feminino,631.897.254-46,24,nathanpires@example.net,707,8.838343071566133,7.515417534913171,5.477764397463892
748,Júlia Porto,Feminino,852.307.461-90,28,catarina94@example.com,728,7.456857603094118,9.966352934754717,8.09397532668962
749,Ana Carolina Melo,Feminino,954.271.830-60,23,nogueirasophia@example.net,762,9.402706286400326,,
750,Dr. Danilo Melo,Masculino,762.938.415-73,21,yuricardoso@example.net,774,8.22441981566185,,
751,Benjamin Santos,Masculino,859.470.362-74,18,luiz-henriqueda-mata@example.org,666,5.016755414674959,7.3245064903691945,5.702614198173935
752,Dr. Marcelo Costa,Masculino,649.125.083-06,19,sophia53@example.com,679,,,
753,Manuela Gonçalves,Feminino,578.421.093-97,23,vitoria09@example.com,719,5.294565477179282,7.625444165837797,7.0708348687621125
754,Dr. Pietro Cavalcanti,Masculino,726.459.301-07,27,joao-gabriel42@example.net,744,7.949285746870448,5.459225693156609,6.0521870978401235
755,Sabrina Fogaça,Feminino,973.851.062-77,28,miguelribeiro@example.com,791,6.363921848328776,9.940343917478373,7.175109135586495
756,Noah da Costa,Masculino,925.617.304-25,24,leticiateixeira@example.com,736,,,
757,Ana Júlia Barros,Feminino,184.205.693-05,21,antonio46@example.net,772,7.295735039614982,8.008418887770356,6.045155026781691
758,Eduardo Nogueira,Masculino,932.864.071-78,20,levi41@example.com,678,7.300593325552063,8.816780939365744,7.73822577690848
759,Isabella Souza,Feminino,865.710.342-71,27,da-pazbeatriz@example.com,681,7.204091126808201,7.020579716802576,9.886010475414706
760,Heitor Nunes,Masculino,804.935.216-15,18,juan83@example.com,738,8.379691138701663,7.90055644106889,8.234055661028599
761,Clara Rezende,Feminino,792.563.801-02,21,thales83@example.com,686,6.153182985777241,5.489207837963463,7.30502765759182
762,Marcelo Porto,Masculino,861.423.059-15,19,silvagabrielly@example.org,667,,,
763,Matheus Santos,Masculino,627.598.143-19,26,anthonypeixoto@example.org,758,6.3606129178753585,7.594478553374945,7.021233294954153
764,João Nogueira,Masculino,834.517.629-19,24,piresluiz-otavio@example.net,696,,,
765,Bernardo Vieira,Masculino,058.943.762-38,25,correiathiago@example.com,685,7.900684239700755,7.969665846943437,8.41017329667093
766,Clarice Azevedo,Feminino,784.023.561-17,22,duartecamila@example.com,686,6.841592740662694,7.840231903920478,9.543063991616968
767,Dra. Maria Vitória Porto,Feminino,986.031.472-13,23,nunesraquel@example.net,731,6.921144353632055,7.5919672367994515,9.060507820866492
768,Nicolas da Cruz,Masculino,936.105.428-70,23,da-costacaio@example.net,778,,,
769,Luna Freitas,Feminino,935.742.016-99,25,xmartins@example.com,773,5.809979916248235,,
770,Dr. Rodrigo Monteiro,Masculino,867.539.104-84,23,brunada-rosa@example.org,658,,,
771,Augusto Fernandes,Masculino,438.610.529-89,28,maria-claraalves@example.org,730,7.950428587270519,,
772,Diogo Araújo,Masculino,531.986.427-28,22,silvalucas@example.com,761,,,
773,Thales Costa,Masculino,207.354.896-29,24,novaesnathan@example.org,788,5.050723531945381,,
774,Felipe Lima,Masculino,934.781.205-60,26,ana-beatriz87@example.com,696,9.79855209605697,,
775,Henrique Campos,Masculino,871.693.520-95,24,pintodavi-lucas@example.org,750,,,
776,Renan da Costa,Masculino,498.723.605-29,19,juan34@example.com,732,5.7253535596645815,5.629257699577545,5.147286191224861
777,Enrico Barbosa,Masculino,018.493.726-40,18,fmoreira@example.net,741,9.371612304666574,,
778,Maria Cecília Cardoso,Feminino,372.890.546-10,22,diasluiz-miguel@example.org,774,9.872227939402428,,
779,Joaquim Cavalcanti,Masculino,729.138.605-59,18,agatha58@example.net,748,5.345529259133959,,
780,Lívia Nunes,Feminino,469.328.751-28,19,laraazevedo@example.org,698,9.290526796201869,,
781,Vitor da Paz,Masculino,903.264.715-61,22,thales03@example.com,694,7.753863159862525,,
782,Kaique Rodrigues,Masculino,685.971.324-00,22,da-rochasabrina@example.com,797,6.358612658985867,5.223845961531887,7.096143948681637
783,Srta. Mariane Oliveira,Feminino,193.278.605-86,27,vianarafael@example.com,654,7.5568468581934685,5.33450628188077,9.563328097436365
784,Maysa Rocha,Feminino,576.813.249-09,19,antonio11@example.net,669,,,
785,Dra. Catarina Martins,Feminino,241.576.930-43,25,benicio35@example.com,750,9.655322503227083,9.205195574517923,6.1909907879196115
786,Stella Vieira,Feminino,847.306.125-07,22,iferreira@example.net,739,9.835794034807783,,
787,Lívia Melo,Feminino,495.108.326-42,21,salesana-beatriz@example.net,717,5.085936872709465,,
788,Yago da Mata,Masculino,073.684.215-26,20,procha@example.net,712,7.3176934502345405,5.145547229155141,6.479909814836072
789,Maitê Alves,Feminino,405.687.231-71,27,luiz-felipe74@example.com,749,8.52057765460133,,
790,Heitor Barbosa,Masculino,832.674.190-69,20,levi33@example.com,800,9.130471705648247,6.3524195191239805,5.216118719602568
791,Luigi Freitas,Masculino,683.127.409-96,22,maria28@example.org,774,8.833944010447603,,
792,Julia Ribeiro,Feminino,395.041.687-01,21,jesuscarolina@example.com,647,,,
793,Ana Júlia Novaes,Feminino,581.420.376-53,22,fbarros@example.org,674,6.696687674892048,6.469086690325456,9.924713669926714
794,Srta. Isabelly Moraes,Feminino,502.368.147-53,21,isadora04@example.net,719,6.172928195924859,7.025446840115006,9.248878892170909
795,Murilo da Luz,Masculino,914.823.675-64,23,bryanpeixoto@example.com,699,5.1462039796025785,6.330986614604815,8.174442457600648
796,Nicolas Teixeira,Masculino,742.150.396-06,22,daniloramos@example.net,745,6.519132004626975,6.615965014369198,5.331209272710257
797,Vitória Souza,Feminino,571.396.048-00,26,ryanmoraes@example.org,668,6.700618280384005,9.257554815474679,9.799032522399747
798,Melissa das Neves,Feminino,612.405.739-52,18,wcostela@example.net,789,8.144964111517895,9.267932436321066,5.3663224671085725
799,Alice Porto,Feminino,062.435.189-06,19,elisa79@example.com,667,8.13378177460908,,
800,Sra. Maria Cecília Barros,Feminino,102.639.845-24,28,omelo@example.org,758,8.23280847090774,8.404111531393534,5.332665120830576
801,Dr. Bruno Viana,Masculino,470.365.812-71,27,leandro76@example.net,754,6.960394572769324,,
802,Ana Júlia Costa,Feminino,823.769.405-83,25,ana-juliamoura@example.org,753,9.122493239367252,7.962381138693273,5.1642243327213775
803,Nina Silveira,Feminino,027.416.853-71,22,da-matavalentina@example.net,738,6.602714458551125,8.996599016489384,7.526890044910849
804,Diego Nunes,Masculino,920.761.483-96,22,qalves@example.com,666,9.720710764217976,7.594726118655535,8.596954458688057
805,Maria Clara Lopes,Feminino,163.490.728-04,27,rda-mata@example.com,683,5.7899568730433195,,
806,Srta. Carolina da Cruz,Feminino,673.214.809-50,25,theocunha@example.net,640,,,
807,Sra. Rebeca Fernandes,Feminino,450.389.621-06,23,maria-vitoria15@example.org,731,7.313673272833035,8.694598736538206,5.2858191770123355
808,Amanda Sales,Feminino,278.359.104-97,19,kmartins@example.org,701,6.239140823158975,,
809,Diogo da Costa,Masculino,046.982.173-69,25,arodrigues@example.com,761,,,
810,Raquel Rocha,Feminino,108.365.472-17,22,fernandoviana@example.org,775,,,
811,Júlia Barros,Feminino,648.157.032-80,22,arthurporto@example.com,677,6.005647333927637,,
812,Yuri da Cruz,Masculino,479.561.820-85,24,emanuella70@example.com,727,9.169290720204563,5.0224081681897905,9.597972483939301
813,Pedro Lucas Porto,Masculino,692.031.784-22,22,kda-paz@example.com,647,9.520819284783306,,
814,Luiz Felipe Gomes,Masculino,514.609.278-85,18,camilasilveira@example.org,699,7.448722286957242,,
815,Lucas Gabriel Moraes,Masculino,803.591.762-59,28,lucas-gabrielfreitas@example.org,656,7.937682488136267,,
816,Fernando Pereira,Masculino,854.320.679-00,26,emartins@example.com,730,8.019958856717142,,
817,Yuri da Paz,Masculino,134.920.865-51,28,gomesalicia@example.org,688,5.762555856950351,8.357587628339967,5.056197370278573
818,Raquel Costela,Feminino,569.271.380-21,27,alana01@example.com,720,6.384021970504394,6.534648987551082,9.417463303614337
819,Nicole Costa,Feminino,835.074.269-00,23,oliviapereira@example.org,692,7.450087077007787,9.705048018651715,8.04013865439088
820,Kevin Oliveira,Masculino,149.236.578-55,28,hteixeira@example.com,761,9.653378844398915,,
821,Sofia Nunes,Feminino,873.015.924-50,25,otaviolopes@example.com,701,7.512406978930694,,
822,Gustavo Henrique Porto,Masculino,560.481.239-06,21,waragao@example.org,686,9.379843061345822,5.063899569323434,5.2228830792710585
823,Vitor Hugo Vieira,Masculino,387.260.194-69,18,davi-lucca32@example.net,645,5.125779146173295,9.047649275641602,7.9969153951867025
824,Agatha Rocha,Feminino,923.485.016-51,27,laviniada-rocha@example.net,761,5.17388738925581,6.465361989349841,5.860726327679807
825,Ana Carolina Rezende,Feminino,264.318.907-87,18,guilhermecostela@example.com,795,6.736731210246983,,
826,Theo Moraes,Masculino,379.516.284-09,25,brendamoreira@example.net,695,,,
827,Ana Júlia Pinto,Feminino,278.049.653-38,27,vitoria79@example.net,663,8.673610329117636,,
828,Francisco Teixeira,Masculino,738.904.652-00,18,olivia75@example.com,652,5.157104746950825,,
829,Lavínia Nogueira,Feminino,581.632.094-70,24,ana-julia02@example.net,657,9.808166000857806,9.896174229383554,6.4583085413358265
830,Ana Vitória da Rocha,Feminino,853.970.142-14,24,elisa55@example.com,780,6.921640679810551,8.964702571024954,7.472323429611964
831,Caroline Porto,Feminino,306.714.298-50,18,novaespaulo@example.net,660,7.868833284637297,6.956989927686136,8.182586588661316
832,Enzo Vieira,Masculino,065.382.417-35,19,bryanduarte@example.net,798,6.831785421181106,,
833,Vitor Hugo Castro,Masculino,526.137.089-21,19,rda-rocha@example.net,687,5.673811058047443,,
834,Srta. Esther Moura,Feminino,832.409.167-03,20,nogueiracaue@example.org,742,,,
835,Marina Gonçalves,Feminino,739.420.158-97,20,joaosilveira@example.net,698,9.264378667764296,,
836,Vitor Gabriel Rezende,Masculino,340.586.972-29,20,barrosmaria-vitoria@example.net,761,5.9575202675929,9.318397352255495,6.4484317993377065
837,Emanuel Lopes,Masculino,697.803.152-68,23,taragao@example.com,688,8.45971769075883,6.271059140874273,6.930965075381792
838,Marina Lopes,Feminino,203.574.618-35,20,cecilia98@example.net,669,7.333635850685095,8.155539864007919,8.987968589035383
839,Alexandre Pires,Masculino,386.759.014-10,18,lnascimento@example.com,766,6.140125079319943,6.0034837826097025,9.049521058568159
840,Heloísa Martins,Feminino,734.680.291-87,20,enzo09@example.org,713,7.476923514708293,5.6932582926060595,6.65694443700517
841,Thiago Fernandes,Masculino,450.279.613-16,23,yvieira@example.net,724,8.980425212966749,5.1508824374151425,5.140614361167517
842,Luiz Henrique Barros,Masculino,349.176.802-04,28,marceloduarte@example.org,745,8.08312805693514,7.1016808994001615,6.00861647773031
843,Pedro Lucas da Costa,Masculino,965.240.173-07,20,nascimentocarlos-eduardo@example.org,687,5.837141409648106,5.799284160241076,5.940933322170267
844,Brenda Melo,Feminino,964.853.710-01,25,joao-miguelsilva@example.net,645,9.807448001495189,7.498474923447232,7.628595124053215
845,Pietra Cunha,Feminino,208.653.471-07,21,orodrigues@example.org,699,7.848650014615357,,
846,Esther Silva,Feminino,691.542.783-09,26,enzo-gabrielcostela@example.org,719,6.4552126409606405,,
847,Bernardo da Rocha,Masculino,892.706.145-49,24,noahcampos@example.org,790,8.910359824923304,,
848,Enrico Lima,Masculino,641.783.290-22,20,ana-luizaalves@example.com,709,5.799162301744392,7.46219684784827,5.109676304426297
849,Mariana Cardoso,Feminino,251.839.470-23,28,amandaduarte@example.com,769,7.269975603940525,8.471410933741767,6.627438236454481
850,Esther Rodrigues,Feminino,496.235.870-74,20,alexiarezende@example.com,753,5.438432200872684,,
851,Anthony Cardoso,Masculino,538.697.140-93,20,fcampos@example.net,692,7.838748957882191,,
852,Benício Monteiro,Masculino,047.613.528-17,25,fogacafernanda@example.net,731,,,
853,Mariane Azevedo,Feminino,764.389.512-00,28,ian86@example.org,683,5.42469047353894,7.068615413540695,6.561826952307153
854,Dr. Murilo Nogueira,Masculino,308.916.754-93,18,leandro96@example.com,734,5.6918178849091134,6.228944809735557,9.285560298918561
855,Fernanda Caldeira,Feminino,561.098.327-40,27,sabrina77@example.com,749,7.028756311730152,,
856,Danilo Lopes,Masculino,371.402.689-40,25,eda-mata@example.com,747,8.060935733579718,,
857,Lucas Pereira,Masculino,173.584.629-55,28,claricejesus@example.net,773,6.83903504495931,,
858,João Guilherme Vieira,Masculino,493.560.172-80,20,wfarias@example.net,655,,,
859,Rafaela Moraes,Feminino,642.198.705-20,28,hvieira@example.net,755,7.118012330749339,5.485565765217457,8.680661420543387
860,Kamilly Martins,Feminino,694.013.528-60,23,eloah98@example.com,774,7.702459681629643,9.826767119017617,7.047418954168809
861,Rafaela Lopes,Feminino,730.659.814-75,24,paulo70@example.net,795,,,
862,Catarina Viana,Feminino,109.623.785-77,25,pereiramaysa@example.org,645,8.106209901448327,,
863,Paulo Cunha,Masculino,409.183.526-06,20,ramosana-laura@example.com,755,,,
864,Alícia da Cruz,Feminino,491.820.357-41,23,pintovinicius@example.net,725,,,
865,Heloísa Nascimento,Feminino,814.539.726-09,19,emanuellalopes@example.org,753,,,
866,Sr. Diego Cunha,Masculino,530.268.419-51,27,da-motasofia@example.org,721,8.253058051793388,,
867,Antônio da Cunha,Masculino,650.927.348-92,19,ana-beatriz74@example.com,798,6.55319935318094,5.56845272964891,5.471863897900566
868,Dra. Mirella da Luz,Feminino,734.965.280-10,24,nicole14@example.org,738,7.55791645662285,9.581460811401222,9.9759262843558
869,Davi Luiz Peixoto,Masculino,507.892.361-68,19,fogacacaroline@example.com,733,6.644458851036063,,
870,Fernanda das Neves,Feminino,195.340.768-48,19,mramos@example.org,727,,,
871,Yuri da Cruz,Masculino,207.958.146-58,21,marcelo68@example.net,675,8.978266622238545,,
872,Nicole Silva,Feminino,054.397.281-04,20,bda-mota@example.org,710,,,
873,Igor Silva,Masculino,285.017.496-30,26,giovannaferreira@example.org,655,5.576113781527405,7.520962794275554,9.911060362202841
874,Larissa da Cruz,Feminino,195.430.682-24,23,monteiromurilo@example.net,747,8.316712778152242,5.669904528211014,5.25593662863544
875,Valentina Silva,Feminino,365.742.198-09,19,raul02@example.org,703,8.329371871884689,6.7848139943430485,5.925241077730309
876,Letícia Santos,Feminino,157.634.028-71,26,rmelo@example.org,672,6.43693133635205,8.835538091735737,6.8597804500749815
877,Stella Costela,Feminino,871.650.942-02,27,camila59@example.org,675,7.247955838156338,7.268499632644408,7.554445110429256
878,Maitê Novaes,Feminino,137.425.689-73,26,qda-rosa@example.com,746,,,
879,Agatha Ribeiro,Feminino,016.527.348-80,18,pcosta@example.org,741,8.993209178959667,,
880,Marcelo da Paz,Masculino,018.647.593-48,28,souzajoao@example.com,736,7.744314876528113,8.970791594946462,5.307604833165208
881,Isabel Farias,Feminino,716.504.289-01,25,qsilveira@example.net,768,5.578759216873575,9.986660943513218,9.142459263085321
882,Stella Novaes,Feminino,705.196.348-10,27,esther38@example.org,686,,,
883,Lorenzo Castro,Masculino,540.198.672-67,21,pietro18@example.org,737,,,
884,Dra. Maitê Peixoto,Feminino,314.275.086-07,26,carolina36@example.org,739,7.091548655885983,7.4615110709165435,8.669987317666864
885,Dra. Maria Cecília Barbosa,Feminino,026.987.541-76,22,da-luzyuri@example.org,783,8.010785635703987,,
886,Laís Alves,Feminino,450.213.697-25,20,eduardanogueira@example.com,752,7.368520596288459,6.871997958289457,5.94570935742472
887,Pedro Miguel Barros,Masculino,523.974.081-04,23,brenda66@example.org,765,6.914347435441552,,
888,Maria Alice da Costa,Feminino,349.781.560-84,27,goncalveseduarda@example.com,757,8.913027191466579,5.847392200367914,9.209360955557829
889,Maria Vitória Ramos,Feminino,478.130.659-48,24,gustavocavalcanti@example.org,687,8.687494136411711,,
890,Fernando Mendes,Masculino,358.906.421-89,23,lucas-gabriel21@example.com,695,8.182163219603616,,
891,Igor Vieira,Masculino,681.573.094-84,25,claricenogueira@example.org,708,7.926725093833803,,
892,Luiz Henrique Pereira,Masculino,974.382.601-78,20,psilveira@example.org,794,9.305875485233933,6.831852562132661,6.166715981556259
893,Sr. Luiz Gustavo Lopes,Masculino,960.325.714-16,25,gustavoda-cruz@example.com,705,6.091555716011609,7.543048389464429,8.876184883532682
894,Ana Júlia Fogaça,Feminino,789.021.635-12,18,davi-luiz87@example.com,777,5.5149259171125395,,
895,Alícia Rocha,Feminino,289.657.401-85,18,da-pazalicia@example.net,640,6.365876504050065,,
896,Luna Pires,Feminino,394.675.081-84,22,ooliveira@example.com,712,9.501204492417534,,
897,Beatriz Alves,Feminino,489.537.021-60,27,pdas-neves@example.net,738,8.221547084777747,9.247228744913507,8.686782992834924
898,Felipe Monteiro,Masculino,524.891.076-58,24,isadora88@example.org,782,5.4036546936300764,6.762376333180576,9.614284932041357
899,Sra. Luiza da Mata,Feminino,681.534.792-37,25,cardosolaura@example.com,762,7.795876166889066,7.41424701863195,7.594690848239318
900,Marcelo Cardoso,Masculino,597.301.428-23,27,pedro-lucasmonteiro@example.org,646,7.343568916998456,9.814077456507881,9.582547272723922
901,Mirella da Cruz,Feminino,196.324.708-69,21,kevin56@example.net,691,9.293540334728835,,
902,Sra. Ana Carolina Dias,Feminino,790.582.163-30,19,kevin11@example.net,689,8.336914842019674,,
903,Lorena Porto,Feminino,892.537.061-12,27,juan29@example.org,773,9.39486974072154,,
904,Felipe Porto,Masculino,834.152.679-46,23,pietrosales@example.net,751,9.60795852241775,9.263627707193422,8.0964029131332
905,João Felipe Correia,Masculino,694.851.273-91,24,alicearaujo@example.net,742,7.4112977432945915,9.316585521325392,8.039983271236084
906,Murilo Santos,Masculino,795.410.328-50,24,smelo@example.org,686,9.842616669325245,7.678848611114761,6.330178948086337
907,Sarah Ribeiro,Feminino,873.062.459-29,28,bda-mata@example.net,660,7.084329161436113,,
908,Ana Sophia da Mata,Feminino,508.942.731-32,21,ninada-conceicao@example.org,739,9.579915514298868,,
909,Isis da Rosa,Feminino,392.615.470-52,27,da-rochanicolas@example.org,735,5.474449792437307,,
910,Maria Julia Duarte,Feminino,795.082.634-74,25,mendesgustavo@example.org,784,7.518499860833514,9.332189338633203,7.973594126224194
911,Maria Fernanda Duarte,Feminino,813.295.470-04,26,vinicius30@example.com,671,5.917602568607494,7.365356405936753,9.512306699500817
912,Murilo Viana,Masculino,574.219.680-67,22,bruno40@example.org,667,5.986241566926401,,
913,Davi Luiz Costa,Masculino,164.538.072-62,21,umoraes@example.com,653,6.684451622508277,8.658763212801786,6.04490462765455
914,Sr. André da Cunha,Masculino,537.604.198-01,28,livia28@example.org,755,5.00007544687279,,
915,Gustavo Henrique Aragão,Masculino,041.528.963-70,27,carlos-eduardoda-conceicao@example.org,670,,,
916,Isabella Teixeira,Feminino,971.524.683-46,18,heitorcorreia@example.com,710,7.740722058377877,8.956926600732935,6.3676879351202995
917,Evelyn Cunha,Feminino,954.236.087-83,23,piresyago@example.com,721,8.255487928322891,,
918,Sr. Rafael Monteiro,Masculino,310.987.462-87,22,bernardo93@example.com,701,,,
919,Cauê da Cunha,Masculino,078.463.152-26,20,maria-ceciliamelo@example.org,725,8.101645502443997,7.871324709978381,7.000729614091388
920,Dra. Maria Julia da Paz,Feminino,381.425.690-51,28,nsouza@example.org,792,5.087584217675931,9.542809405102421,8.667218348821178
921,Caroline Vieira,Feminino,267.034.189-69,28,clima@example.net,724,,,
922,Gabrielly Santos,Feminino,516.203.794-06,26,diego69@example.org,740,7.306343409309032,,
923,Luiz Henrique Cunha,Masculino,973.812.645-28,23,fbarbosa@example.net,649,8.396349115879005,9.082439740753792,8.695051075333891
924,Bryan Costa,Masculino,396.078.245-47,23,natalia92@example.com,752,9.397895506316521,5.006652616913908,7.366369504013871
925,Srta. Nicole Monteiro,Feminino,470.213.658-53,22,emanuellynogueira@example.net,767,8.456615216350976,6.085783112277873,5.949299400282851
926,Cauã Azevedo,Masculino,615.487.920-20,26,pbarbosa@example.net,771,,,
927,Vitor Santos,Masculino,871.042.536-53,26,qazevedo@example.com,646,8.157717647507278,9.903807220031766,5.635973535728766
928,Isaac da Cruz,Masculino,179.402.356-99,25,luiz-felipe74@example.net,767,8.493977849906486,,
929,Ryan Moraes,Masculino,591.708.436-00,25,vinicius00@example.com,718,,,
930,João Felipe Dias,Masculino,562.490.718-49,19,da-mataemilly@example.net,713,5.203627900222143,,
931,Ana Beatriz Dias,Feminino,523.079.416-06,22,rochaisadora@example.org,769,8.877952500086788,,
932,Nina Pereira,Feminino,928.634.175-09,22,bryanda-rocha@example.net,797,6.849228220649195,8.987118998000168,6.092967322949587
933,Luiz Otávio Moreira,Masculino,109.852.436-51,22,hferreira@example.org,640,7.097587551337206,,
934,Sra. Ana Clara Lopes,Feminino,263.957.140-07,27,vicentealmeida@example.com,757,,,
935,Dr. Gabriel das Neves,Masculino,043.658.912-51,28,crocha@example.org,774,7.87206224133874,,
936,João Miguel Pereira,Masculino,685.701.932-03,18,cardosoluigi@example.com,787,7.357357669101489,5.720961101770371,9.847555050395671
937,Dra. Lívia Rocha,Feminino,752.601.384-90,26,maysa09@example.net,727,8.680610535700005,,
938,Breno Gonçalves,Masculino,596.234.801-05,21,orezende@example.org,796,8.891257225212865,,
939,Luiz Miguel Oliveira,Masculino,245.798.613-37,25,pintoyuri@example.org,790,7.285644584458096,,
940,Dr. Davi Luiz Nunes,Masculino,870.423.951-23,19,santosjoao-guilherme@example.net,774,6.023629781442839,9.29003014274006,7.576888045775933
941,Isabella Cunha,Feminino,309.568.274-38,18,luccalopes@example.org,728,6.669018515611054,9.176263352551683,9.385725109631466
942,Cauã Almeida,Masculino,207.549.813-04,28,rafaelafreitas@example.com,697,8.082176725744887,9.52657494556848,9.512300036579772
943,Ana Vitória Vieira,Feminino,148.567.032-26,21,sabrinarocha@example.com,681,7.653052742915273,9.332729198216105,8.418737809845691
944,Noah Castro,Masculino,698.205.734-83,23,aragaocarolina@example.org,660,7.623614181286423,,
945,Emilly Gonçalves,Feminino,354.706.281-08,18,mariana17@example.org,766,9.140379470115569,8.974438653767905,6.805596054409437
946,Maysa Fernandes,Feminino,983.745.026-65,23,fernandorocha@example.com,762,,,
947,Henrique Costa,Masculino,417.962.305-61,18,henrique35@example.net,796,7.380359534084977,,
948,Ana Clara Cunha,Feminino,951.483.267-19,21,vvieira@example.org,716,5.780105189349242,8.180943085412718,6.0396777579737995
949,Marcela Freitas,Feminino,640.315.289-06,22,eazevedo@example.com,777,6.894419576940721,9.471806544234719,6.1242834443283325
950,Rafael Aragão,Masculino,059.718.236-12,22,brenda08@example.org,703,7.667945275214298,7.841715867658672,8.594007573192103
951,Ryan Pinto,Masculino,501.943.672-07,23,fogacamurilo@example.org,769,6.557912269746433,,
952,André Caldeira,Masculino,847.091.625-49,25,hda-rocha@example.net,691,9.292865330266483,,
953,Arthur Gonçalves,Masculino,439.675.810-39,27,leonardopires@example.com,725,5.93802259592298,6.227817635987556,9.177664641646057
954,Noah da Costa,Masculino,692.731.480-69,23,grocha@example.org,756,,,
955,Noah da Costa,Masculino,852.316.470-71,27,pedro-henriquepinto@example.net,705,9.723189398783711,8.860030979454827,8.405815648223658
956,Sophie Jesus,Feminino,702.395.186-59,20,calebelopes@example.net,764,7.927384669932103,,
957,Luiza da Rocha,Feminino,429.810.675-67,27,qcosta@example.net,696,9.135874132948572,,
958,Dr. Daniel Castro,Masculino,645.109.837-00,27,costajoao-lucas@example.org,738,5.476193100183243,6.774907650364541,5.925203899792305
959,Ana Vitória Ribeiro,Feminino,376.821.409-50,23,wferreira@example.com,707,8.367073459156046,,
960,Enzo Porto,Masculino,438.965.072-65,19,juliapeixoto@example.net,724,6.874616859760348,5.87556781300194,7.733149440404475
961,Srta. Caroline Melo,Feminino,391.725.864-19,19,lorena74@example.org,774,7.6323612486633685,7.313867397940653,9.926581475524731
962,Srta. Heloísa Aragão,Feminino,150.368.942-51,20,thales26@example.com,732,9.787040914409445,9.0228142708295,6.6869616662211815
963,Henrique Moreira,Masculino,309.256.871-03,18,onunes@example.org,728,9.236895855165688,,
964,Dra. Ana Clara Almeida,Feminino,632.419.857-09,24,salesyasmin@example.com,748,6.658767866842619,7.122390244451276,6.21049076355461
965,Sra. Ana Beatriz Moreira,Feminino,251.493.068-51,28,barbosacalebe@example.org,675,9.890612005054951,,
966,Nathan Ribeiro,Masculino,061.937.842-50,18,xcosta@example.com,742,5.867304085205076,,
967,Stephany Castro,Feminino,398.516.027-95,28,otavioda-rosa@example.org,720,9.153123758995555,7.929884323282268,9.905179284383477
968,Guilherme Farias,Masculino,491.835.702-41,23,raulduarte@example.org,651,9.390566117779063,7.3628035654692034,6.985352679296225
969,Maria Sophia Rocha,Feminino,520.648.173-44,25,pintojoana@example.com,654,5.422148196589546,5.118733876415807,8.566125027467628
970,Maria Sophia das Neves,Feminino,173.054.698-66,23,andrelopes@example.com,713,7.504440079924862,7.989142985741591,5.924509455802732
971,João Pires,Masculino,095.342.176-70,19,maria-sophiacaldeira@example.org,640,8.75189100102128,,
972,Mirella Vieira,Feminino,185.476.293-19,24,yagoaraujo@example.com,733,9.06195601089941,9.728877608533171,9.278505560674951
973,Gabriela Fogaça,Feminino,620.891.537-68,23,tgoncalves@example.net,785,9.033154040428851,,
974,Maria Vitória da Cunha,Feminino,975.468.302-65,26,stephanygomes@example.org,647,7.337607542621475,5.8219264977258645,7.864469310996508
975,Srta. Caroline da Costa,Feminino,027.964.813-87,19,duartelais@example.org,663,7.247663354952044,,
976,Thiago Silva,Masculino,835.270.416-80,22,cardosonicolas@example.org,652,8.395150001603314,5.912684892374792,9.328856639699012
977,Helena Azevedo,Feminino,954.387.610-00,25,caio47@example.org,696,6.645358172791978,,
978,Pedro Miguel da Rosa,Masculino,689.701.532-68,27,silvalaura@example.com,663,5.673125995286209,9.384954216625024,8.841844969619057
979,Ryan Oliveira,Masculino,639.814.725-19,27,moreiracatarina@example.org,731,6.221771839630195,,
980,Ana Cavalcanti,Feminino,810.429.735-04,26,onascimento@example.net,798,9.091463223591107,5.489508895022501,6.0766273253341625
981,Luiz Fernando Almeida,Masculino,031.986.472-31,19,bvieira@example.com,690,6.744372121588104,,
982,Fernando Rocha,Masculino,267.145.930-07,22,vitoria49@example.net,750,5.872411642245764,7.784917753926486,7.9527885776520115
983,Yuri da Paz,Masculino,946.128.573-64,23,leonardoda-cunha@example.net,753,9.831435270133907,,
984,Sr. João Guilherme Fernandes,Masculino,831.456.072-35,22,gomesmaria-clara@example.org,753,,,
985,Bryan Sales,Masculino,217.460.859-67,22,benjaminferreira@example.com,666,7.9312047291273275,,
