CPF,Nome,Idade,Sexo,Email,Nota do enem,Abandono,Semestre em que abandonou,CRA no segundo semestre,CRA no quarto semestre,CRA no sexto semestre
384.105.279-79,Diego Moraes,22,M,maria-sophia23@example.com,702,True,6.0,5.133514525973864,5.046774093736196,
465.102.978-76,Davi Nunes,19,M,rodrigueseduardo@example.net,733,True,5.0,8.009916640307994,5.56100606454813,
421.936.057-34,Guilherme Araújo,20,M,teixeiraanthony@example.com,706,False,,7.4257860364701065,8.464272013546807,7.889100241110124
249.701.856-11,Sra. Agatha Teixeira,24,F,andreazevedo@example.com,686,True,3.0,7.252711062057745,,
021.395.764-70,Marina Viana,27,F,bruno16@example.net,705,False,,8.343680553580619,8.262482101763062,7.478545203442845
512.643.089-06,Maria Luiza Castro,19,F,vnascimento@example.org,691,True,3.0,5.960004219585284,,
457.061.823-53,Cauã Mendes,22,M,joao-lucas88@example.net,648,False,,5.942821040873788,7.237301341730557,9.577459200406715
281.347.059-79,Gustavo Henrique Alves,19,M,pbarbosa@example.net,778,True,2.0,,,
927.361.850-21,Marina Ramos,28,F,wramos@example.net,758,True,5.0,9.9702715469135,7.693169904965494,
524.368.901-70,Srta. Sofia Dias,24,F,vianaian@example.net,668,False,,6.854317094166424,8.777501927775253,7.19481079365085
301.278.965-03,Maria Eduarda da Mata,23,F,rodrigooliveira@example.net,761,True,5.0,9.228525054933986,8.057369676661004,
289.403.615-98,Ana Júlia Barros,26,F,eduardo88@example.com,684,False,,5.314907038923783,7.877250060861255,9.789547301500392
915.426.037-06,Cauã Nascimento,23,M,vinicius11@example.org,776,True,7.0,5.312603660817206,5.238428819733722,9.435560645264859
182.506.743-08,Srta. Ana Lívia Gomes,18,F,davi-luccamoraes@example.org,747,False,,8.563414924565784,9.964850127714596,8.36935523991906
581.624.039-06,Arthur Mendes,21,M,emanuel68@example.com,701,True,3.0,5.961603433047773,,
498.623.705-56,Beatriz Pereira,27,F,stella17@example.net,683,False,,8.581198036079527,8.582886398960255,9.572916597589858
137.046.298-04,João Vitor da Cunha,24,M,vdias@example.net,742,False,,5.4445534469969825,8.321656826579032,6.649712520005952
982.406.715-94,Gabrielly Cunha,25,F,barbarapires@example.org,800,True,3.0,5.320405507884445,,
497.506.318-20,Dra. Olivia Fogaça,28,F,maria-ceciliaporto@example.com,694,False,,5.3719622638225255,6.722507112011833,7.70017584300151
903.285.716-95,Sr. Antônio Freitas,26,M,fogacaemanuelly@example.com,672,False,,5.025801426710776,7.375851505719101,5.318480929957619
201.354.687-44,Ana Clara Martins,23,F,znunes@example.org,797,True,1.0,,,
652.194.037-61,Sra. Clara Cardoso,26,F,enriconogueira@example.com,739,False,,9.243137464788727,7.909090402575548,9.546222251762686
034.769.851-48,Isabella Lima,24,F,heitorviana@example.net,644,True,8.0,7.517073452870233,6.9806663350481015,8.380988735864989
138.926.570-68,Heloísa Moreira,18,F,fariassabrina@example.org,707,True,3.0,6.536786718312163,,
305.942.187-05,Felipe Ribeiro,27,M,gomesana-vitoria@example.net,680,False,,7.9401192011834905,7.538481040439423,5.2693356426494775
780.952.436-47,Gabriel Peixoto,18,M,rochaalana@example.org,725,True,2.0,,,
509.874.136-00,Dr. Lucas Cavalcanti,25,M,erick42@example.org,657,False,,6.795067984981724,5.8934663031429135,6.039885795033142
594.783.602-56,Marcela da Cunha,21,F,kaique76@example.com,771,False,,5.4945241843155825,7.286890383307355,5.92046656659217
852.641.093-89,Guilherme Fogaça,23,M,ocastro@example.net,754,True,5.0,5.770189119400055,7.217030598075559,
069.473.251-61,Bernardo Melo,28,M,barbosavitor-hugo@example.com,719,True,2.0,,,
235.967.048-47,João Vitor da Luz,26,M,maria-sophia25@example.net,788,True,4.0,7.2994088437157,,
395.264.078-65,Alícia Rocha,22,F,caroline53@example.org,791,False,,6.6797309563102125,8.977671891318316,7.21652112353441
107.932.648-04,João Vitor Martins,23,M,mmelo@example.net,754,False,,7.078975903444037,9.976886593513601,6.344904719115574
985.243.670-83,Vitor Lima,20,M,luana56@example.net,783,False,,7.300331617508036,9.680042759812697,9.056319927364306
875.629.103-59,Isis Alves,19,F,pietro89@example.org,746,False,,9.080948383744818,7.862035128863649,8.475044152614451
723.195.804-41,Emanuel Viana,19,M,caroline41@example.net,665,True,7.0,6.024805958524322,7.45535728575714,5.4338199091323265
432.159.087-60,Kevin Ramos,19,M,yasmin36@example.org,685,False,,8.23234249371433,8.529883127535712,9.963977183237425
862.039.417-78,Kaique Cardoso,27,M,nicole00@example.com,727,False,,9.093962480832278,8.192536306223285,8.280793566772081
738.256.941-19,Sr. André Ramos,21,M,jesusisabelly@example.org,654,False,,8.82276723213371,5.015780009165419,6.684901538971749
138.276.045-08,João Felipe Nunes,18,M,da-matastella@example.net,795,True,6.0,7.447774797999979,8.896982228261294,
537.480.126-08,Sra. Ana Luiza Nunes,25,F,alicenogueira@example.org,677,False,,9.139212592247684,7.713490190011362,8.46281984860363
917.485.623-55,Sr. Rodrigo Cavalcanti,21,M,hda-conceicao@example.com,676,False,,6.634498232489619,9.358759411806364,9.6524778996963
815.036.294-06,Pietra Duarte,18,F,moreiramaria-alice@example.com,670,True,7.0,6.836655631521429,6.602608648622041,7.096307346073606
126.340.957-16,Srta. Larissa Cunha,27,F,wmonteiro@example.com,669,False,,9.485138645160948,8.445375990065818,5.983907839533456
681.237.540-35,João Gabriel Azevedo,19,M,nogueiravicente@example.com,661,False,,5.223199432259365,9.296656131238066,6.2161290285665896
804.921.365-05,Caio Santos,28,M,vianamaria-clara@example.org,748,True,2.0,,,
570.986.314-93,Sr. Enrico Silveira,24,M,daniela33@example.org,729,True,3.0,5.334057786740015,,
342.578.091-32,Ian Cunha,24,M,sophieda-cruz@example.org,658,False,,5.66671230244615,6.888100435576114,8.66757326749472
806.327.495-47,Luiz Felipe Rocha,20,M,jesusdavi-lucas@example.net,752,True,4.0,7.6608150865630105,,
016.948.327-40,Davi Luiz Alves,26,M,vitor-hugo91@example.org,720,True,3.0,8.994128981702117,,
739.156.420-61,Isaac Oliveira,19,M,iribeiro@example.org,716,True,6.0,7.509566293379107,9.903802629332779,
902.417.536-43,Sr. Enzo Gabriel Caldeira,19,M,cavalcantipietro@example.org,649,True,7.0,9.945996003485831,5.817870796877386,7.241327045276661
473.185.096-75,Luiz Felipe Alves,26,M,bnogueira@example.com,640,False,,5.781495204884931,7.702952909191689,5.0386006155952945
963.852.047-74,Samuel da Conceição,24,M,nathan45@example.org,662,False,,7.559433725913924,9.455806820386247,5.152576728042313
703.128.596-86,Stephany Peixoto,27,F,ribeirovitor-hugo@example.net,642,True,6.0,8.438606801800848,5.740070390986095,
156.897.024-20,Igor Martins,23,M,joao-felipe48@example.net,713,False,,6.799413945334903,5.681562425813787,6.105346768490733
867.591.420-20,Luiz Gustavo Moraes,18,M,jgomes@example.org,788,True,3.0,5.12829714562785,,
518.649.072-58,Eduardo Cavalcanti,19,M,luiz-felipejesus@example.net,749,True,2.0,,,
096.785.241-20,Ana Clara Cardoso,19,F,ogoncalves@example.net,783,True,5.0,5.783904231698709,5.811614605341461,
635.918.204-15,Ana Clara Cavalcanti,28,F,correiavinicius@example.org,727,True,5.0,9.660672463718821,7.556378655174909,
241.953.067-52,Rafael Moraes,22,M,davi-luccasilveira@example.com,665,False,,6.974448846821999,6.271480907102916,8.743428922680708
547.283.091-50,Pedro Henrique Silva,22,M,eda-costa@example.org,722,False,,7.051810101586806,5.169353530592692,8.582930932126866
642.051.983-70,Dra. Olivia Nascimento,28,F,julianacunha@example.org,769,True,1.0,,,
207.634.185-44,Isabelly Castro,18,F,da-pazlais@example.com,735,True,8.0,9.592730743936961,9.687811224126362,5.722028101753789
897.204.135-14,Ana Beatriz Melo,22,F,gabriellyrezende@example.com,740,False,,6.578951834429098,7.618778183377202,9.3410541890115
209.674.183-13,Benjamin da Rosa,24,M,rochacarlos-eduardo@example.com,697,False,,5.184762169881518,7.071419039764827,8.4948249952548
607.938.152-40,Yago da Mata,19,M,lopescarolina@example.net,772,True,6.0,7.8808842757964195,5.651395596941631,
301.879.462-13,Srta. Isadora Mendes,25,F,cecilia64@example.net,723,False,,7.8722950650891566,5.87287171104394,5.89573876702056
173.069.482-96,Luigi Caldeira,18,M,araujovitor-gabriel@example.com,649,False,,6.80231528077425,6.087639134251361,5.210788999937765
597.461.823-82,Ana Sales,28,F,dporto@example.net,669,False,,8.272796454805729,8.444275042671237,8.755835130337028
059.417.236-52,Luiz Felipe Nunes,24,M,olivia41@example.net,792,False,,5.57446045181535,9.94673303558416,5.8535622292039
940.713.865-84,Erick da Costa,28,M,ribeiroolivia@example.com,653,True,8.0,5.900661377375572,9.75032307130104,6.005386233967357
204.967.385-00,Maria Julia Silveira,21,F,amandamelo@example.org,647,False,,7.1841600067459535,6.120031961054824,8.707463981127338
760.524.189-58,Heitor Teixeira,27,M,luiz-henriquefogaca@example.net,737,True,5.0,6.622033001378551,5.103958486553765,
708.251.963-02,Bruno Fernandes,26,M,aduarte@example.com,747,False,,9.32121287904893,8.865211549961955,9.03845390285808
870.269.351-86,Ana Laura Silveira,20,F,jcampos@example.net,794,True,5.0,5.473288665359622,9.550278078480382,
203.168.754-90,Ana Clara Silva,23,F,cda-rocha@example.net,650,True,2.0,,,
163.079.452-06,Gabriela Silveira,20,F,alice40@example.com,738,False,,9.320788704287544,5.098998879490369,8.00374460983818
431.725.608-80,Milena Vieira,27,F,heitornogueira@example.org,645,False,,9.541419253589627,9.250811271943672,8.95404063641686
918.724.056-49,Gabriela Pinto,28,F,antonioferreira@example.com,710,False,,6.592501457121521,5.943311123909115,7.5641201447436135
569.412.708-02,Maria Fernanda Pinto,19,F,ana-sophiadias@example.com,713,True,3.0,8.261050245818433,,
628.497.310-13,Maria Eduarda Teixeira,28,F,leonardo13@example.com,760,True,3.0,7.000187626347207,,
120.543.796-70,João Gabriel Fernandes,25,M,joao-guilherme14@example.com,681,True,3.0,8.815940308901961,,
086.152.937-59,Srta. Ana Gomes,19,F,gabriela86@example.com,701,True,6.0,9.167544056947378,8.125535161212401,
972.513.648-91,Sr. Enzo Melo,26,M,almeidaenzo@example.com,719,True,6.0,9.552024350805905,8.912167019624002,
276.301.985-40,Theo Farias,27,M,isabelly38@example.com,668,False,,7.096949726673157,7.841126068217481,7.605648827015737
758.463.102-90,Otávio Ribeiro,21,M,gabrielrocha@example.com,701,False,,5.79843254871906,5.501158814261014,6.0633332055715545
642.519.803-60,Antônio da Paz,19,M,costavinicius@example.net,756,True,6.0,8.815444418364153,6.095161945091983,
158.609.423-89,Luiz Otávio Freitas,19,M,matheusda-cruz@example.org,780,False,,7.369065785680731,7.979507955689687,5.087294833541593
546.270.389-92,André Duarte,26,M,yda-paz@example.net,690,False,,9.59300296075046,6.869981062369529,9.276129136910289
780.245.396-83,Maria Luiza Vieira,19,F,oliveiranatalia@example.org,670,False,,8.433706069067197,9.434304221855005,6.14495887197255
704.216.953-07,Benício da Mota,23,M,luiz-miguel42@example.com,746,False,,6.599675742301186,5.6611547169480545,5.287857825200127
485.607.129-76,Emilly Silveira,20,F,kaiquerodrigues@example.net,641,True,8.0,8.92133084966072,9.517588120663493,5.793792398653089
685.023.194-42,Gabrielly Gomes,24,F,giovanna63@example.org,650,True,6.0,9.993740523377607,6.480495828986381,
324.586.701-80,Catarina Ramos,18,F,anaaraujo@example.org,707,False,,7.137031975663715,8.52886832133662,9.786269970382182
598.231.074-32,Luiz Henrique Cavalcanti,19,M,yuri74@example.net,685,True,1.0,,,
835.916.704-48,Sra. Yasmin Monteiro,18,F,moraesana-vitoria@example.net,689,False,,8.962163825682332,7.280453781418987,6.99038547823711
982.034.571-50,Daniel Rezende,25,M,davi-luiz74@example.org,651,False,,6.699181353312265,6.478616844081207,8.460370413150052
680.235.947-29,Sabrina Ramos,18,F,novaeshenrique@example.org,780,False,,7.172989237216872,8.414128212182014,6.831172143856488
142.698.307-78,Lucca Duarte,21,M,miguelda-rosa@example.com,655,False,,5.658470927919374,5.618825219631379,7.240047508273494
293.758.061-03,Isabelly Viana,18,F,zgoncalves@example.com,750,False,,7.175425817329087,8.32911858661728,7.011517629316762
084.265.913-70,Luiz Gustavo Moreira,26,M,joaquim05@example.com,763,True,4.0,6.624481461160036,,
957.860.134-48,Marcela Barbosa,23,F,cunhacaue@example.org,753,True,3.0,7.363162698540695,,
198.276.534-82,Davi Luiz Silva,25,M,kamillymoura@example.com,717,False,,8.683042283876732,5.04349726953692,8.692148627167098
137.029.865-02,João Pedro Cardoso,20,M,franciscosales@example.com,707,True,8.0,6.560883533897771,5.186632611358776,9.606266635649648
129.543.680-98,Alícia Costela,27,F,davi-luiz10@example.net,707,False,,6.252127580408013,8.56065080178961,6.226554597986329
086.527.391-02,Melissa Moreira,21,F,isabella02@example.org,706,False,,7.967429442391607,7.871445196003725,7.097794628810634
620.174.395-25,Sr. Raul Silveira,22,M,caueda-mota@example.org,752,False,,7.794443283359687,9.827817443599596,6.9724029301724855
910.836.247-50,Paulo Teixeira,20,M,raul70@example.net,680,False,,7.723766181450058,7.2524504085595956,5.568989751811831
057.439.812-05,Leonardo Farias,26,M,kaique82@example.net,660,True,7.0,8.720192214694412,9.10856413594661,7.269287547031894
634.521.879-00,Dra. Beatriz Nunes,28,F,brendapires@example.org,731,False,,6.960697231272503,7.085043073149453,6.972870706090439
829.637.015-86,Maria Monteiro,24,F,pferreira@example.net,746,True,7.0,9.32696477577429,8.85409133656859,7.967774415692972
635.402.187-26,Dra. Laís Oliveira,20,F,juliamonteiro@example.com,799,True,3.0,5.063962614916319,,
579.023.814-97,Rodrigo Souza,18,M,vinicius22@example.com,683,True,7.0,8.150068561575804,9.740707332130597,5.09173196267467
813.642.057-26,Miguel Freitas,18,M,miguel08@example.com,725,True,8.0,9.036604308059626,6.474849307989706,5.45457349433714
850.726.341-08,Gabriel Castro,28,M,yurisantos@example.com,758,True,8.0,6.50498730873049,6.450499084101981,6.294514885107933
084.257.916-85,Cauê Cardoso,24,M,gomesmaria-luiza@example.org,776,True,3.0,5.405368704746291,,
729.031.458-14,João Pedro Cardoso,18,M,znogueira@example.com,681,False,,8.258115209716733,8.392771967310344,8.331031267710587
697.318.420-04,Mirella Azevedo,18,F,elisasouza@example.org,700,False,,6.444741062654265,5.998460946417189,9.89460612979854
201.734.689-69,Isadora Cunha,25,F,leticia55@example.com,795,False,,6.7270063272602325,5.861311754409382,8.902441872014228
461.298.503-60,Breno Sales,28,M,da-luzenrico@example.com,750,False,,9.194789704173514,6.9873008795069165,7.139625004911705
308.476.259-74,Srta. Letícia da Paz,25,F,ocarvalho@example.net,705,True,3.0,6.633558028902927,,
240.589.763-65,Ryan Silva,21,M,emanuelly45@example.net,643,True,8.0,6.957161119675405,9.583898030876648,6.102913277449771
315.780.249-60,Beatriz Costela,25,F,vieirapedro@example.net,671,True,2.0,,,
412.703.958-23,Vitor Dias,26,M,mirellamendes@example.com,799,True,5.0,8.198247818586545,5.329561865388433,
245.769.301-25,Mariana Novaes,27,F,jcaldeira@example.com,658,True,2.0,,,
432.508.169-06,Kamilly Porto,25,F,da-cunhahelena@example.org,732,True,4.0,9.77889980090469,,
105.649.278-30,Dra. Olivia Fernandes,23,F,isabella24@example.net,671,True,8.0,7.373428486103306,5.377890617738817,5.739186788985943
805.492.671-58,Davi Luiz Viana,19,M,carlos-eduardocostela@example.net,782,True,8.0,9.953158567548545,5.117666707125442,8.96149530418012
932.807.615-30,Isabel Ramos,19,F,stephany54@example.net,672,False,,8.537720958446968,8.640540835808135,7.32690240693574
187.523.069-68,Dr. Fernando Viana,19,M,alvesesther@example.com,784,False,,5.093090825500165,5.01238746234086,7.789407740578745
924.107.865-02,Isabelly Dias,18,F,heitor00@example.com,693,True,7.0,6.66161233213313,6.460783361694514,7.223354644342661
458.321.096-51,Alana Melo,20,F,anthony91@example.com,665,True,6.0,5.50620201327303,8.102576793074357,
402.165.839-42,Mirella Barbosa,18,F,vieiraeduarda@example.net,788,True,7.0,6.25782954201267,5.627542463893979,7.72540919886218
896.234.107-78,Dr. Enrico Azevedo,20,M,nogueirabenicio@example.net,791,False,,8.164155564765355,9.027878531361054,5.515892682201953
974.508.362-38,Catarina Moreira,23,F,kamillycarvalho@example.org,757,False,,5.797572758403713,7.32278941630638,9.306656389273476
769.824.130-04,Davi Nascimento,24,M,maysa83@example.com,748,True,6.0,7.71934110764349,8.317929176093712,
269.871.430-13,Dr. Luiz Gustavo da Costa,18,M,psilva@example.org,707,False,,5.757782273877433,6.2412869303994,7.1502573412027814
046.371.982-40,Rodrigo Caldeira,21,M,cardosoluiz-miguel@example.com,726,False,,7.909518537024187,9.215139981037733,9.890963200991802
601.327.458-44,Alícia Barbosa,24,F,thalesmonteiro@example.org,707,False,,7.877250922352445,7.367779369933293,5.393792355188449
534.209.768-10,Sr. Nathan Lima,18,M,bianca45@example.org,696,False,,6.641818551295641,8.275280362283372,8.473200928545747
837.465.209-83,Agatha Ferreira,23,F,imartins@example.org,648,False,,7.543711523336028,7.08323098508077,8.740729568763792
940.287.315-50,Lavínia Almeida,28,F,acarvalho@example.net,787,False,,8.115299581146301,9.262096213712724,5.2458341543177625
327.914.805-79,Mariane Caldeira,28,F,raquel83@example.net,767,False,,7.6229742265506,8.357332628206642,6.783295276289807
564.912.708-58,Dr. Fernando Silva,21,M,juanlopes@example.net,734,False,,5.269759421809358,5.8758622778145355,8.562147616431353
436.250.719-16,Luiz Henrique Fernandes,27,M,correiasarah@example.com,702,False,,7.795378731855576,8.779376014626788,9.00017774823931
036.874.529-56,Clara Costela,28,F,dcardoso@example.com,654,True,1.0,,,
184.956.203-24,João Felipe Moraes,21,M,almeidaemanuel@example.org,798,False,,7.803790291984378,6.161124749987766,6.882346889541863
014.952.736-52,Thales Castro,22,M,dsantos@example.org,765,True,6.0,9.100904928697624,5.338479162386348,
893.401.625-60,João Vitor Sales,21,M,pauloduarte@example.org,646,True,4.0,8.925260910665381,,
763.410.598-84,Henrique Oliveira,28,M,helenaribeiro@example.net,696,True,8.0,9.308385192940417,6.841588346317183,7.729817905757787
325.618.940-70,Luiz Felipe Pereira,25,M,cunhabeatriz@example.org,683,False,,9.32289553886676,6.3838532613601116,9.719581215127876
254.130.796-99,Srta. Daniela Cardoso,20,F,da-pazlevi@example.org,760,False,,7.1876611175530005,7.684562376470536,5.839929646208869
127.094.385-50,Eloah Cavalcanti,18,F,yalves@example.net,752,False,,9.951442939176264,8.58234253604649,7.914024760976801
692.134.758-37,Pedro Lucas Peixoto,20,M,rodriguesigor@example.com,650,False,,6.6677392483014595,7.994999798936346,8.515584432478013
057.342.691-07,Bruno Fogaça,20,M,ana-claracosta@example.org,678,False,,5.712276834477014,8.0904069361879,9.970154737901627
827.153.904-32,Ana Sophia da Costa,25,F,lucas-gabriel14@example.com,796,False,,7.191210830631507,9.10216731558851,8.34820930359472
943.576.120-80,Leandro Nunes,24,M,mourafrancisco@example.net,758,True,3.0,6.227025252062235,,
273.658.491-00,Gabriel Campos,23,M,giovanna91@example.net,654,False,,5.7129349827288465,9.229543837961723,9.2889807878678
869.423.571-46,João Guilherme Silveira,25,M,teixeiradaniel@example.org,753,True,1.0,,,
736.510.924-61,Melissa da Rosa,24,F,ribeiroana-carolina@example.net,749,True,1.0,,,
031.624.978-50,Eloah Pinto,27,F,alice45@example.net,672,True,1.0,,,
681.394.502-51,Marcela Monteiro,24,F,luiz-felipe43@example.com,754,False,,5.8708497997949465,8.008315846133263,8.878408593133136
681.273.409-87,Davi Lucas Silva,25,M,martinsbrenda@example.org,707,False,,9.26261276153037,7.205589072281265,7.8693786993940735
863.450.912-51,Sr. Diogo Cardoso,23,M,vianaraquel@example.com,706,True,6.0,7.3738840594615995,7.832898943982277,
506.342.798-74,Maria Eduarda Moura,19,F,ramosarthur@example.org,670,False,,8.184281151691826,7.672252297471689,9.944747368244716
305.861.942-15,João Miguel Melo,18,M,anaaraujo@example.com,643,True,3.0,9.65830089246517,,
270.586.931-02,Emanuella Moura,23,F,ana-sophiacarvalho@example.com,760,False,,5.708165066679117,5.299545876059782,8.648763322436366
785.932.064-92,Isabella Martins,19,F,fda-costa@example.com,767,False,,8.271687745907627,6.220349055689722,6.569430207888147
937.642.051-99,Enrico Peixoto,24,M,henrique15@example.net,775,False,,5.966726442522394,9.863794395513189,8.81397939194926
026.938.571-12,Isadora Cardoso,20,F,jesusmarcela@example.org,674,True,5.0,6.274578246734258,5.802785051736218,
681.045.392-05,Maysa Freitas,18,F,elisa02@example.org,762,True,8.0,5.473487458145183,8.178514392312822,6.581540436648059
719.840.352-23,Vinicius Campos,23,M,fernandesdavi-lucas@example.net,739,True,1.0,,,
423.961.587-91,Bianca Peixoto,22,F,dfarias@example.com,694,False,,8.281357128730349,6.231353587092572,5.497068177102417
786.435.091-75,Melissa Caldeira,19,F,maria-eduardapires@example.org,657,True,1.0,,,
162.053.784-26,Cauê Carvalho,18,M,joao-guilherme44@example.com,792,False,,5.591690732419961,6.601359981588333,9.051884033687077
857.401.623-35,João Pedro Souza,25,M,moreiralucas@example.com,791,False,,5.537400780509375,5.4737492736662166,5.2801120074362204
867.059.243-65,Nathan Carvalho,24,M,correiamilena@example.org,766,True,8.0,9.925907120886787,8.99279112501136,8.265966864957361
236.715.804-53,Diogo Moraes,24,M,wteixeira@example.org,641,False,,5.016208468548478,7.339036837759174,8.214330297446095
914.807.236-22,Davi Araújo,22,M,marina21@example.com,754,False,,9.808160070652708,8.3851432041071,8.65303418711579
097.385.624-65,João Miguel da Rosa,25,M,boliveira@example.net,692,True,7.0,9.83958079454976,9.337866205557422,8.023925517157847
680.519.347-84,Enzo Gabriel Monteiro,28,M,guilhermevieira@example.com,742,True,4.0,5.712677830607575,,
921.305.746-61,Henrique Carvalho,23,M,otaviocunha@example.com,758,False,,7.581547165025873,5.1489344061391185,6.013250751893889
739.052.164-34,Nathan Melo,23,M,nuneslevi@example.org,658,False,,5.331616815539019,5.331565475800225,6.566756490966218
216.780.935-21,Davi Lucas Nascimento,28,M,maria-vitoria70@example.net,759,False,,7.659847904234771,7.26169125879961,5.881433260251981
352.071.986-02,Manuela Vieira,18,F,fernandesraquel@example.org,772,True,4.0,9.702728639778336,,
945.672.310-07,André Araújo,18,M,agathada-conceicao@example.org,753,True,2.0,,,
364.907.128-22,Maria Sophia Moreira,27,F,elisa67@example.net,721,True,8.0,7.88910315180213,5.335946957310046,8.845103436877201
346.985.710-57,André Castro,18,M,elisa31@example.org,686,True,4.0,6.353297292070232,,
054.376.128-26,Ana Sophia Fogaça,18,F,davi-lucca50@example.org,719,True,1.0,,,
179.842.530-05,Nicole Freitas,27,F,nrocha@example.net,668,False,,5.484482310080507,5.885408559552786,7.895853064035059
095.673.142-25,Davi Lima,24,M,jesuspedro-miguel@example.com,701,False,,7.969549761175276,6.136954056997481,8.507431860235322
403.658.129-51,Luiz Otávio Moraes,19,M,brunomonteiro@example.com,798,False,,5.774308901258194,7.975391678308482,8.491475777757364
089.132.745-23,Luna Correia,19,F,larissasouza@example.net,655,False,,7.793124865069594,5.553856981273688,9.676664964730065
528.176.493-46,Renan Silva,18,M,heitorgomes@example.net,682,True,5.0,5.672046632877913,6.041691645619466,
075.694.328-00,Nathan Nascimento,18,M,tsouza@example.net,660,False,,9.269085674774987,5.557303607913603,5.525296942839893
497.185.632-37,Yasmin Farias,20,F,idas-neves@example.com,797,False,,9.953977662901362,9.353245721703896,5.777125674494829
439.671.258-82,Amanda da Rosa,19,F,ana-luizalopes@example.net,681,True,5.0,6.490843047834419,9.776091717433816,
359.478.012-05,Eloah Costela,25,F,kbarros@example.net,778,True,8.0,7.812697053587144,8.675236606441278,7.712504730346739
591.360.274-99,Isaac Rezende,19,M,clara56@example.org,648,True,4.0,8.320891225964445,,
453.719.628-91,Daniel Campos,18,M,joao-vitorferreira@example.org,657,False,,6.295139249469948,6.662158584264102,7.144284216037064
614.283.750-07,Kevin Cardoso,24,M,cviana@example.org,705,True,3.0,9.458191243147903,,
972.068.453-47,Carolina Souza,26,F,hda-conceicao@example.com,705,True,2.0,,,
251.408.763-53,Luiz Felipe da Mata,24,M,ylopes@example.com,700,True,1.0,,,
385.729.610-03,Arthur Araújo,23,M,fernandada-mota@example.org,783,True,4.0,9.496959129595364,,
794.305.216-16,Vitor Gabriel Porto,22,M,pietra46@example.com,773,True,2.0,,,
489.620.735-10,Letícia da Rocha,21,F,carolina24@example.org,679,False,,5.420205783325076,8.234456654797023,9.74473695415163
183.469.052-89,Eloah Oliveira,23,F,bda-costa@example.net,643,True,6.0,8.041786604688493,6.528978716426719,
913.546.702-99,Sr. Matheus Carvalho,27,M,andrevieira@example.com,718,True,8.0,8.935629439924588,7.666794279962994,6.04977683007772
549.728.316-00,Vitor Castro,26,M,da-rosajoao-gabriel@example.org,763,True,7.0,8.2757789575115,8.863348579992222,9.908632418444554
409.385.621-42,Levi Martins,23,M,saraujo@example.net,741,False,,7.285798409575147,9.376057175775225,8.788405239318186
609.543.718-01,Diogo da Rosa,20,M,vinicius17@example.org,700,False,,5.712319261641604,6.747230553775601,7.755954850733403
463.051.892-42,Emanuella Lima,19,F,bernardocastro@example.com,690,True,5.0,8.56652803641139,5.628405314171699,
794.168.503-57,Sophia da Costa,20,F,alice32@example.net,711,False,,5.363295579177874,8.557556759688197,8.775451892078678
045.871.296-58,Nathan da Mota,22,M,gustavopires@example.org,696,False,,6.368305704489191,5.780638011931235,7.496241467222132
053.674.289-83,Luiz Henrique Moura,22,M,stella71@example.com,780,False,,6.047530587029179,8.137818074711824,7.07351842177171
571.642.390-61,Srta. Maysa Dias,25,F,igor13@example.com,653,True,8.0,5.810715136585969,8.780050894304807,5.852484747742692
574.281.936-64,Agatha Costela,28,F,zvieira@example.org,739,False,,9.855549498666399,6.033861758676589,9.853855838379948
372.508.416-53,Yuri Farias,23,M,maria-fernandasantos@example.org,686,False,,9.657515758483806,9.158002475242435,9.490981670030543
349.276.051-16,Lara Azevedo,21,F,joanada-costa@example.com,760,False,,7.143702689819089,7.044631407369453,5.687242492757446
486.029.735-00,Davi Luiz da Paz,27,M,joao-guilhermecaldeira@example.com,709,False,,9.0486625257007,8.39572780377232,5.536286352842391
726.315.908-21,Dra. Natália da Rosa,28,F,benjamin16@example.com,691,False,,8.941476487801328,6.230921174271492,6.114047082235725
983.270.514-23,Raquel Aragão,27,F,xviana@example.net,657,False,,7.05652862786018,8.251371533411573,9.491791556698102
213.470.598-14,Luiz Henrique da Rocha,26,M,ryanrocha@example.org,758,False,,9.275286032404868,7.1366717763835075,6.52399821830305
761.059.823-21,Francisco Costela,25,M,joao84@example.org,658,True,7.0,5.520308908380413,7.491333898107585,8.431523520073714
087.196.245-49,Rafael da Mota,28,M,ribeiromaria-eduarda@example.com,686,True,1.0,,,
639.048.517-48,Emilly Novaes,24,F,maria40@example.org,783,False,,5.87925515086961,9.410958665275828,8.13547466791304
064.582.793-29,Enrico Rezende,23,M,fariasemilly@example.net,745,False,,9.837292572929865,6.3763099885495,6.681626925556113
754.130.628-26,Alana Sales,28,F,joanapeixoto@example.org,657,True,5.0,9.878481295344372,8.822850991711222,
901.423.876-22,Ana Júlia Farias,23,F,sarah87@example.net,720,True,3.0,9.433089850577197,,
836.097.254-00,Julia Barros,21,F,monteirovicente@example.com,759,False,,7.202755461115986,9.031689248445565,9.92610820521943
471.098.235-04,Vicente da Cunha,24,M,arthurcaldeira@example.com,665,True,7.0,7.9904829042471235,9.264525149164935,5.533288053938051
546.320.971-52,Gabriel Carvalho,24,M,ana-luizafogaca@example.com,795,False,,9.923075372344023,7.12508260723677,6.169583150180037
385.269.017-02,Mirella Ferreira,20,F,emanuellycastro@example.net,718,False,,8.788131828685955,8.92141238398645,9.108109853711301
